NaptanCode,CommonName,Street,LocalityName,BusStopType,x,y
73726928,Old Struan Road End,B847,Struan,CUS,280191,765578
73727282,Post Box,U29,Blacklunans,CUS,314920,760454
73727283,Rhiedorrach,A93,Spittal of Glenshee,CUS,312783,774135
73726352,Telephone Exchange,B846,Tummel Bridge,CUS,276258,759243
73726346,Old Post Office,B847,Trinafour,MKD,272396,764106
73727579,Willowgate Fishery,Dundee Road,Walnut Grove,MKD,313028,721904
73723937,Prieston Road,Main Street,Bankfoot,MKD,306889,735261
73723953,Prieston Road,Main Street,Bankfoot,MKD,306836,735305
73727278,Arnbog Farm,A94,Meigle,CUS,332015,746100
73727274,Kinloch Road End,A94,Meigle,CUS,327128,744144
73727275,Kinloch Road End,A94,Meigle,CUS,327108,744142
73727868,Spoutwells Farm,B947,Kirkton of Lethendy,CUS,313517,741796
73727878,Hillocks of Gourdie,U112,Craigie,CUS,312115,743231
73727894,Drumellie,C432,Wester Essendy,CUS,313349,743600
73727892,The Steading,C432,Wester Essendy,CUS,313755,743556
73727874,Easter Essendy,B947,Wester Essendy,CUS,314832,742901
73726879,Burnbank,A93,Carsie,CUS,317163,741779
73726878,Burnbank,A93,Carsie,CUS,317188,741844
73726858,Boatlands,Bridge Road,Caputh,CUS,308891,739615
73726856,Cranley Farm,U113,Meikleour,CUS,314808,741395
73726876,Little Fardle Farm,A984,Meikleour,CUS,314159,740774
73726875,Little Fardle Farm,A984,Meikleour,CUS,314162,740790
73726873,Village Hall,A984,Meikleour,CUS,315826,739356
73726874,Village Hall,A984,Meikleour,CUS,315819,739354
73728959,Kindrogan Centre Road End,A924,Enochdhu,CUS,306235,762804
73726863,Mains of Pittendriech,A984,Meikleour,CUS,315689,739808
73726872,Tay Farm Cottages,A984,Meikleour,CUS,314963,740242
73726869,Tay Farm Cottages,A984,Meikleour,CUS,314990,740232
73726868,Drumbeltie Farm,A984,Meikleour,CUS,313967,741036
73726867,Drumbeltie Farm,A984,Meikleour,CUS,313989,741022
73726864,West Drumatherty Farm,A984,Spittalfield,CUS,311864,741285
73726865,West Drumatherty Farm,A984,Spittalfield,CUS,311879,741296
73725963,Maryland,A913,Aberargie,MKD,316170,715820
73725964,Maryland,A913,Aberargie,MKD,316127,715818
73726297,Heughfield Road,Heughfield Road,Kintillo,MKD,313072,717838
73727547,Primary School,Main Street,Abernethy,MKD,319167,716518
73726859,St Stephens Primary School,George Street,Blairgowrie,CUS,317682,745237
73726849,Craigton,A93,Dalrulzion,CUS,313371,757737
73726848,Craigton,A93,Dalrulzion,CUS,313361,757754
73728987,Kindrogan Centre Road End,A924,Enochdhu,CUS,306256,762812
73726847,Blackhall Farm,A93,Dalrulzion,CUS,313760,756949
73726846,Blackhall Farm,A93,Dalrulzion,CUS,313752,756938
73726845,Hatton Road Caravan Park,Hatton Road,Rattray,HAR,318078,746056
73726595,Craighall Place,Hatton Road,Rattray,MKD,318095,746016
73726476,Portmoak Primary School,Buchan Ave,Kinnesswood,CUS,317734,702945
73725764,Primary School,Stirling Road,Milnathort,MKD,311693,704679
73725924,Primary School,Stirling Road,Milnathort,MKD,311680,704662
73725925,Bridgefauld Road,South Street,Milnathort,MKD,311846,704309
73725926,Bridgefauld Road,South Street,Milnathort,MKD,311861,704358
73725853,Morlich Place,Sutherland Drive,Kinross,HAR,311196,703184
73725854,Morlich Place,Sutherland Drive,Kinross,HAR,311200,703169
73724959,Dunning road end,A9,Broom of Dalreoch,MKD,300071,717160
73726573,Smiddy Haugh Hotel,Main Road,Aberuthven,MKD,297817,715376
73727257,Community School Bus Park,New School Lane,Auchterarder,MKD,294500,713011
73725379,Gleneagles Hotel,A823,Auchterarder,CUS,292037,711215
73723248,Moray Institute,Moray Street,Blackford,MKD,289494,708780
73725385,Coaching Inn,Moray Street,Blackford,MKD,289685,708939
73725384,Millhill Drive,Millhill Road,Greenloaning,MKD,283440,707149
73723245,Millhill Drive,Millhill Road,Greenloaning,MKD,283438,707166
73723247,Moray Institute,Moray Street,Blackford,MKD,289501,708812
73723242,Gleneagles Hotel,A823,Auchterarder,CUS,292025,711215
73726547,Smiddy Haugh Hotel,Main Road,Aberuthven,MKD,297824,715400
73724265,Dunning road end,A9,Broom of Dalreoch,MKD,300212,717335
73723537,South Street,South Street,Perth,MKD,311585,723489
73727423,Mill of Peattie Crossroads,C405,Campmuir,CUS,322723,737296
73727457,Balgersho Road End,C405,Campmuir,CUS,321760,737740
73727456,Balgersho Road End,C405,Campmuir,CUS,321769,737747
73727425,Newmill Road End,A94,Burrelton,CUS,319812,735974
73727424,Newmill Road End,A94,Burrelton,CUS,319805,735998
73727429,Springfield Road End,A94,Burrelton,CUS,319668,735486
73728393,South Drop Off,off B918,Balado,CUS,309139,703116
73727426,Springfield Road End,A94,Burrelton,CUS,319650,735478
73727427,Dunsinnan Estate Road End,A94,Balbeggie,CUS,317720,731737
73727428,Dunsinnan Estate Road End,A94,Balbeggie,CUS,317713,731752
73724795,Church,A94,Balbeggie,MKD,316927,729327
73724326,Church,A94,Balbeggie,MKD,316928,729386
73727392,War Memorial,St Martins Road,St Martins,CUS,315305,730301
73727389,Green Road,St Martins Road,Balbeggie,CUS,316834,729494
73727387,Green Road,St Martins Road,Balbeggie,CUS,316830,729488
73725243,Highfield Road,Angus Road,Scone,MKD,314064,726690
73724342,Highfield Road,Angus Road,Scone,MKD,314024,726680
73727972,Royal Infirmary Turning Circle,Western Avenue,Perth,MKD,310215,723752
73727374,Hillfoot Farm Road End,C440,Burrelton,CUS,322307,735345
73727373,Hillfoot Farm Road End,C440,Burrelton,CUS,322300,735352
73727376,Over Buttergask,C440,Burrelton,CUS,321871,734917
73728476,Larghan Park,Forfar Road,Coupar Angus,MKD,322720,740582
73727375,Over Buttergask,C440,Burrelton,CUS,321871,734936
73727379,Ledgertlaw Farm Road End,C440,Burrelton,CUS,320971,733696
73727378,Ledgertlaw Farm Road End,C440,Burrelton,CUS,320979,733724
73727384,Saucher Road End,C440,Collace,CUS,320177,732809
73727382,Saucher Road End,C440,Collace,CUS,320173,732816
73723452,Bus Shelter,C441,Saucher,MKD,319773,733161
73727386,Flowerdale Road End,C439,Kinrossie,CUS,319311,732730
73727385,Flowerdale Road End,C439,Kinrossie,CUS,319303,732732
73726798,Brands Brae,Brands Brae,Gannochy,HAR,312951,724727
73726732,Gannochy Green,Gannochy Green,Gannochy,HAR,312804,724642
73729425,Larghan Park,Forfar Road,Coupar Angus,MKD,322729,740567
73724382,Charlotte Street,Charlotte Street,Perth,MKD,311842,723897
73723529,High School Bus Park,Oakbank Road,Oakbank,MKD,309601,723014
73727454,Netherlea,Netherlea,Scone,HAR,314019,725778
73727439,Stormontfield Road,A93,Old Scone,CUS,311915,726896
73727453,Hall,Colenhaugh,Stormontfield,CUS,310615,729750
73724856,Strathearn Court,Strathearn Terrace,Crieff,MKD,286682,721798
73727248,Rectory Road,Rectory Road,Crieff,HAR,286848,721913
73724529,Hospital,King Street,Crieff,MKD,286245,721369
73727245,Strathearn Community Campus,Pittenzie Road,Crieff,MKD,286827,720947
73724254,Visitor Centre,Muthill Road,Crieff,MKD,285713,720562
73727247,Innerpeffray,B8062,Madderty,CUS,291083,718867
73727246,Innerpeffray,B8062,Madderty,CUS,291083,718845
73723754,Kinkell Cottage,B8062,Kinkell Bridge,MKD,293177,716625
73724828,Kinkell Cottage,B8062,Kinkell Bridge,MKD,293197,716622
73727254,Post Office,Drummond Street,Muthill,MKD,286746,717027
73727253,Post Office,Drummond Street,Muthill,MKD,286712,717041
73728379,War Memorial,Meigle Road,Alyth,MKD,325025,747933
73727393,School,Station Road,Muthill,CUS,286863,717031
73727256,Primary School,Station Road,Muthill,CUS,286854,717023
73724878,Drumness Farm,C458,Drumness,CUS,290206,715674
73724532,Drumness Farm,C458,Drumness,CUS,290244,715655
73724892,War Memorial,U20,Tullibardine,MKD,292413,714097
73724537,War Memorial,U20,Tullibardine,MKD,292423,714094
73728243,Cedarwood,Highlandman Loan,Gilmerton,CUS,288267,722537
73728475,Cedarwood,Highlandman Loan,Gilmerton,CUS,288272,722550
73723765,Road End,C405,Dundriven,CUS,325082,734336
73724542,Primary School,B953,Abernyte,CUS,325908,731162
73724867,Primary School,B953,Abernyte,MKD,325912,731145
73725497,Post Office,Main Road,Inchture,MKD,328025,728744
73723637,Post Office,Main Road,Inchture,MKD,328020,728752
73724642,Road End,C401,Rait,CUS,323036,726598
73724256,Road End,C401,Rait,CUS,323024,726589
73724985,Road End,C401,Kilspindie,CUS,322132,725677
73724353,Road End,C401,Kilspindie,CUS,322130,725686
73723538,Garden Centre,A90,Glendoick,MKD,321043,722637
73725476,Garden Centre,A90,Glendoick,MKD,320962,722542
73725462,Post Office,C484,Glencarse,MKD,319608,721552
73723647,Post Office,C484,Glencarse,MKD,319618,721571
73725389,Gleneagles Station Road End,A9,Auchterarder,MKD,292747,710808
73725892,Craig Place,U9,Madderty,CUS,294629,720433
73725893,Craig Place,U9,Madderty,CUS,294605,720453
73725894,Bellyclone,C410,Madderty,MKD,293316,720209
73725895,DEL-Bellyclone,C410,Madderty,MKD,293310,720203
73724896,James Square,James Square,Crieff,MKD,286376,721584
73728438,High School,High Street,Kinross,CUS,311849,702521
73725467,Corlundy Crescent,Corlundy Crescent,Crieff,CUS,286575,721088
73724968,Duchlage Court,Duchlage Court,Crieff,MKD,286390,721179
73724235,Highland Crescent,Highland Crescent,Crieff,HAR,285360,721941
73725469,Turretbank Place,Turretbank Drive,Crieff,MKD,285553,722600
73725472,Abbots Walk,Milnab Street,Crieff,MKD,286013,721981
73725878,Isle Cottage,C460,Mains of Gorthy,MKD,295490,723937
73725879,DEL-Gorthy Toll,C460,Mains of Gorthy,MKD,295468,723936
73725875,Abbey Farm,C460,Madderty,CUS,295336,722119
73725876,Abbey Farm,C460,Madderty,CUS,295355,722127
73725364,Fowlis Wester Road End,A85,New Fowlis,MKD,292703,723218
73723293,Fowlis Wester Road End,A85,New Fowlis,MKD,292754,723230
73727237,Grace Cottage,U7,Milton of Cultoquhey,CUS,289613,722736
73727238,Grace Cottage,U7,Milton of Cultoquhey,CUS,289602,722738
73723262,Murrayfield Loan,Dollerie Terrace,Crieff,MKD,286974,721662
73726969,Old Post Office,C409,Glenalmond,CUS,297440,728230
73726968,Telephone Box,B8063,Buchanty,CUS,293428,728277
73726967,Telephone Box,B8063,Harrietfield,CUS,298218,729733
73726965,Bridgend of Ardittie,C409,Harrietfield,CUS,300132,729318
73726978,Almond Grove,Bleachers Way,Huntingtowerfield,MKD,307271,725769
73726926,ASDA Entrance,Car Park,Muirton,CUS,310976,724638
73724792,Balnadrum Terrace,East Moulin Road,Moulin,MKD,294454,759023
73727464,West Road End,A90,Walnut Grove,MKD,313363,722054
73727459,The Grove,The Holdings,Walnut Grove,MKD,313803,722189
73727458,The Grove,The Holdings,Walnut Grove,MKD,313844,722198
73725658,Green,Cairnie Road,St Madoes,MKD,319392,721106
73723573,Abernyte Link Road,Inchture Interchange,Inchture,MKD,327966,729026
73723578,Church,Main Street,Longforgan,MKD,330933,730030
73725696,Church,Main Street,Longforgan,MKD,330908,730013
73725723,Eastbank Place,Main Street,Longforgan,MKD,331522,730144
73727463,Castle Huntly Gates,U143,Longforgan,MKD,330461,729618
73727462,Castle Huntly Gates,U143,Longforgan,MKD,330453,729622
73725726,The Green,Woodland way,Kingoodie,MKD,333924,729324
73725725,The Green,Woodland Way,Kingoodie,MKD,333903,729313
73723584,Carselea Road,Main Street,Invergowrie,MKD,334796,730370
73725672,Mylnefield Road,Main Street,Invergowrie,MKD,334883,730337
73725957,Hotel,B846,Weem,MKD,284225,749726
73725958,Hotel,B846,Weem,MKD,284240,749723
73725795,Drumdewan Road End,B846,Dull,MKD,281236,748850
73725796,Drumdewan Road End,B846,Dull,MKD,281228,748837
73726287,Hotel,C448,Coshieville,MKD,277728,749129
73726289,Hotel,C448,Coshieville,MKD,277732,749122
73726292,War Memorial,C448,Keltneyburn,MKD,277373,749129
73726293,War Memorial,C448,Keltneyburn,MKD,277367,749109
73725797,Hotel,C448,Fortingall,MKD,274089,747022
73725798,Hotel,C448,Fortingall,MKD,274087,747012
73726249,Village Hall,Fearnan Road,Fearnan,MKD,272199,744756
73726252,Village Hall,Fearnan Road,Fearnan,MKD,272205,744758
73727394,Hotel,A827,Kenmore,MKD,277320,745475
73727395,Hotel,A827,Kenmore,MKD,277338,745463
73726934,Cross,Ballinlaggan,Acharn,MKD,275634,743837
73727252,Willoughby Street,Willoughby Street,Muthill,MKD,286792,716804
73727249,Willoughby Street,Willoughby Street,Muthill,MKD,286803,716808
73726963,Comrie road end,A822,Braco,CUS,284039,710663
73726964,Comrie road end,A822,Braco,CUS,284016,710641
73726384,Smiddy Brae,Front Street,Braco,MKD,283723,709620
73726385,Smiddy Brae,Front Street,Braco,MKD,283726,709558
73726983,School Bus Park,Bus Park,North Muirton,CUS,310838,725239
73726976,Rowan Cottage,C410,Balgowan,MKD,299175,722450
73725956,Rowan Cottage,C410,Balgowan,MKD,299181,722444
73724539,Commissioner Street,Commissioner Street,Crieff,CUS,286416,721313
73724245,Road End,A822,Newton Bridge,MKD,288762,731542
73724578,Road End,A822,Newton Bridge,MKD,288771,731536
73724373,Farm Road End,A822,Fendoch,MKD,291093,727558
73724597,Farm Road End,A822,Fendoch,MKD,291102,727554
73724628,Kirk,U1,Monzie,MKD,287849,725031
73724238,Kirk,U1,Monzie,MKD,287857,725033
73724289,The Blind Inn,U1,Mains of Callander,MKD,286682,724530
73724286,The Blind Inn,U1,Mains of Callander,MKD,286678,724538
73725245,Farm,U1,Hosh,MKD,285636,723694
73724292,Farm,U1,Hosh,MKD,285628,723696
73724232,Park Village,Turretbank Road,Crieff,MKD,285672,722481
73724248,Hotel,A822,Amulree,MKD,290049,736684
73724249,Hotel,A822,Amulree,MKD,290064,736680
73724252,Scotston,A826,Amulree,MKD,290566,742633
73724785,Scotston,A826,Amulree,MKD,290572,742645
73734245,Murrayfield Loan,Dollerie Terrace,Crieff,CUS,286973,721649
73723753,Mid Fordun Road End,B8062,Auchterarder,MKD,294754,714916
73724827,Mid Fordun Road End,B8062,Auchterarder,MKD,294747,714908
73725374,Strathallan Airfield,C456,Tullibardine,MKD,291731,716266
73723236,Strathallan Airfield,C456,Tullibardine,MKD,291766,716262
73723237,Ladyston,C457,Muthill,CUS,290210,716121
73725375,Ladyston,C457,Muthill,MKD,290180,716125
73723762,Easthill,Easthill Road,Auchterarder,MKD,292839,712680
73724748,Easthill,Easthill Road,Auchterarder,MKD,292842,712688
73727259,Glenorchil View,Tullibardine Road,Auchterarder,MKD,293374,712360
73727258,Glenorchil View,Tullibardine Road,Auchterarder,MKD,293374,712367
73723973,Loaninghead Flyover,A823,Auchterarder,MKD,292523,709953
73724764,Peterhead Farm Road End,A823,Auchterarder,CUS,292547,709870
73724784,Frandy Farm,A823,Glendevon,MKD,294840,705293
73723974,Frandy Farm,A823,Glendevon,MKD,294884,705265
73724754,Tormaukin Hotel,A823,Glendevon,MKD,299386,704251
73723987,Tormaukin Hotel,A823,Glendevon,MKD,299375,704249
73727534,Glenorchill Terrace,Glenorchill View,Auchterarder,CUS,293505,712500
73726837,Mayfield road end,Mill of Gask Road,Findo Gask,CUS,301612,720183
73726838,Mayfield road end,Mill of Gask Road,Findo Gask,CUS,301637,720205
73726563,Scarth Road,Main Road,Luncarty,MKD,309428,729589
73726839,Telephone Exchange,Mill of Gask Road,Findo Gask,CUS,300459,719717
73726836,Loanfoot Cottage,C411,Trinity Gask,CUS,296348,718015
73726835,Loanfoot Cottage,C411,Trinity Gask,CUS,296369,718028
73729629,Mill Road,Mill Road,Invergowrie,CUS,334556,730614
73723498,Kinfauns Castle,A90,Kinfauns,MKD,314941,722343
73723574,Store,Low Carse Road,St Madoes,MKD,319466,721104
73725728,Store,Low Carse Road,St Madoes,MKD,319454,721103
73723565,Cross,High Street,Errol,MKD,325008,722764
73725687,Dalgleish House,High Street,Errol,MKD,325011,722756
73723572,Bus Shelter,Low Carse Road,Grange,MKD,327233,725415
73725694,Bus Shelter,Low Carse Road,Grange,MKD,327262,725415
73725498,Flyover,A90,Glencarse,MKD,319258,721113
73723726,Templehall Road End,B958,Longforgan,CUS,331524,728291
73724762,Templehall Road End,B958,Longforgan,CUS,331522,728282
73725676,Primary School,Station Road,Dunning,MKD,301791,714571
73725675,Primary School,Station Road,Dunning,MKD,301807,714520
73727536,Crown Car Park,Crown Court,Auchterarder,CUS,294468,712814
73723523,Mountview,A85,Huntingtower,MKD,307455,724966
73725654,Mountview,A85,Huntingtower,MKD,307382,724958
73724759,Coach House,C410,Tibbermore,MKD,305009,723645
73724735,Coach House,C410,Tibbermore,MKD,305077,723671
73725234,Meadow Place,Burrell Street,Crieff,MKD,286126,721565
73726389,DEL-Kinbuck Primary School,B8033,Kinbuck,MKD,279164,705045
73732425,Bohally,B8019,Tummel Bridge,CUS,278405,759121
73732547,Bohally,B8019,Tummel Bridge,CUS,278385,759135
73726358,Deer Park,B846,Glengoulandie,MKD,276731,752444
73726359,Deer Park,B846,Glengoulandie,MKD,276744,752441
73726937,Creagan,A827,Morenish,CUS,259491,735026
73726938,Creagan,A827,Morenish,CUS,259511,735029
73726936,Hotel,A827,Lawers,CUS,267721,739533
73726935,Hotel,A827,Lawers,MKD,267733,739552
73793248,Alexander Drive,Clayton Road,Bridge of Earn,MKD,313867,717939
73725793,Road End,B846,Camserney,MKD,282028,749109
73725794,Road End,B846,Camserney,MKD,282045,749110
73723896,East Haugh,Old A9,Milton of Edradour,CUS,295702,756537
73724826,East Haugh,Old A9,Milton of Edradour,CUS,295715,756533
73726948,Donavourd,U165,Milton of Edradour,CUS,295803,757310
73726949,Donavourd,U165,Milton of Edradour,CUS,295808,757300
73726946,Distillery,U165,Milton of Edradour,CUS,295909,758016
73726947,Distillery,U165,Milton of Edradour,CUS,295915,758010
73726956,The Knapp,U118,Ballathie,CUS,313439,737304
73726954,The Knapp,U118,Ballathie,CUS,313449,737298
73726535,Church Hall,Perth Road,Stanley,MKD,310664,733452
73726587,Church Hall,Perth Road,Stanley,MKD,310676,733447
73725695,Railway Station,Station Road,Invergowrie,MKD,334874,729843
73725953,Village Shop,C447,Strathtay,CUS,291332,753561
73725783,House of Bruar,B8079,Bruar,MKD,282230,765987
73726369,Post Box,B8019,Strathtummel,MKD,281945,760178
73726372,Post Box,B8019,Strathtummel,MKD,281941,760163
73725975,Old School,South Loch Rannoch Road,Bridge of Gaur,MKD,250415,756520
73725976,Old School,South Loch Rannoch Road,Bridge of Gaur,MKD,250400,756522
73727962,Post Office,Ford Street,Blair Atholl,CUS,287137,765301
73727963,Inverack,A9,Calvine,CUS,283927,765695
73726348,Road End,B847,Kinaldy,MKD,277514,763887
73726929,Lodge,A9,Dalnacardoch,CUS,272300,770273
73726392,Old Station,Dalnaspidal Road,Dalnaspidal,MKD,264560,773340
73723692,Post Office,Dunkeld Street,Aberfeldy,CUS,285716,749127
73726394,Telephone Box,C448,Invervar,MKD,266605,748252
73726393,Telephone Box,C448,Invervar,MKD,266608,748245
73726435,War Memorial,C448,Innerwick,MKD,258737,747564
73726395,Post Office,Glenlyon Road,Bridge of Balgie,MKD,257760,746865
73726396,Post Office,Glenlyon Road,Bridge of Balgie,MKD,257765,746863
73726397,Meggernie Castle,Glenlyon Road,Bridge of Balgie,MKD,257616,746773
73726423,Gallin,Glenlyon Road,Bridge of Balgie,MKD,253650,745487
73726285,Road End,Glenlyon Road,Cashlie,MKD,249147,741887
73726284,Power Station,Glenlyon Road,Lubreoch,MKD,245359,741750
73723683,Tesco,Crieff Road,Hillyland,MKD,308882,724884
73723684,Tesco,Crieff Road,Hillyland,MKD,308865,724883
73723689,Tesco,Crieff Road,Hillyland,MKD,308842,724881
73727656,DEL-Perth Mart,A85,Perth,MKD,308430,724781
73726973,Forglen,C409,Lawmuir,CUS,302849,726848
73726972,Forglen,C409,Lawmuir,CUS,302863,726848
73726975,Skelton Road,Skelton Road,Methven,CUS,302791,726077
73726974,Skelton Road,Skelton Road,Methven,CUS,302804,726081
73738529,Sauchie Road,Burrell Street,Crieff,MKD,285999,721219
73723723,Lawgrove Place,Ruthvenfield Road,Inveralmond,MKD,309372,726309
73723682,McDiarmid Park,Crieff Road,Hillyland,MKD,309046,724895
73725294,McDiarmid Park,Crieff Road,Hillyland,MKD,309088,724885
73723695,Crieff Road,Crieff Road,Hillyland,MKD,309685,724823
73725267,Crieff Road,Crieff Road,Hillyland,MKD,309702,724805
73724546,Unity Terrace,Crieff Road,Hillyland,MKD,310468,724524
73723674,Unity Terrace,Crieff Road,Hillyland,MKD,310510,724526
73724528,Royal Bank of Scotland,Dunkeld Road,Muirton,MKD,311154,724303
73724854,Royal Bank of Scotland,Dunkeld Road,Muirton,MKD,311246,724209
73724848,Retail Park,Dunkeld Road,Perth,MKD,311330,724099
73724234,Barrack Street,Barrack Street,Perth,MKD,311395,723987
73723645,High Street,HIGH STREET,Perth,MKD,311343,723681
73723642,High Street,High Street,Perth,MKD,311481,723656
73723648,High Street,High Street,Perth,MKD,311594,723639
73724865,Fairfield,Tulloch Road,Tulloch,MKD,310250,724643
73724363,Fairfield,Tulloch Road,Tulloch,MKD,310177,724689
73724953,Bruce Crescent,Tulloch Road,Tulloch,MKD,310064,724807
73724379,Bruce Crescent,Tulloch Road,Tulloch,MKD,310003,724834
73724247,Tulloch Terrace,Tulloch Road,Tulloch,MKD,309941,725146
73724253,Tulloch Terrace,Tulloch Road,Tulloch,MKD,309920,725149
73725279,Primary School,Primrose Crescent,Tulloch,MKD,309862,725297
73723436,Primary School,Primrose Crescent,Tulloch,MKD,309863,725367
73724389,Sandeman Court,Primrose Crescent,Tulloch,MKD,309757,725566
73724923,Sandeman Court,Primrose Crescent,Tulloch,MKD,309753,725553
73724239,Newton Place,Primrose Crescent,Tulloch,MKD,309571,725535
73723967,Newton Place,Primrose Crescent,Tulloch,MKD,309648,725478
73723978,Alma Avenue,Alma Avenue,Aberfeldy,MKD,285115,748786
73724343,Pullar Terrace,Primrose Crescent,Tulloch,MKD,309459,725166
73725239,Pullar Terrace,Primrose Crescent,Tulloch,MKD,309464,725158
73724696,Primrose Crescent,Primrose Crescent,Tulloch,MKD,309431,725026
73723459,Garth Avenue,Strathtay Road,Letham,MKD,309314,724763
73725297,Milton Road,STRATHTAY ROAD,Letham,MKD,309229,724791
73723968,Newton House,Primrose Crescent,Tulloch,MKD,309613,725306
73723656,High Street,High Street,Perth,MKD,311613,723638
73723457,Garth Avenue,Strathtay Road,Letham,MKD,309334,724769
73725324,Strathtay Road,Strathtay Road,Letham,MKD,309471,724744
73723453,Strathtay Road,Strathtay Road,Letham,MKD,309510,724761
73725325,Fortingall Place,Strathtay Road,Letham,MKD,309636,724671
73762582,Primary School,ALLT MOR CRESCENT,Kinloch Rannoch,CUS,266292,758784
73725328,Appin Terrace,Struan Road,Letham,MKD,309587,724466
73723274,Primary School,Struan Road,Letham,MKD,309511,724476
73725283,Primary School,Struan Road,Letham,MKD,309416,724481
73723256,Our Ladys Primary School,Struan Road,Letham,MKD,309266,724514
73725274,Our Ladys Primary School,Struan Road,Letham,MKD,309156,724521
73723252,Struan Road,Struan Road,Letham,MKD,309037,724548
73724548,Cluny Terrace,Newhouse Road,Letham,MKD,308937,724488
73724796,Fortingall Place,Strathtay Road,Letham,MKD,309658,724648
73723768,Cluny Terrace,Newhouse Road,Letham,MKD,308923,724476
73734242,Lettoch Road,West Moulin Road,Pitlochry,CUS,293921,758369
73724689,Campsie Road,Campsie Road,Burghmuir,MKD,309005,723989
73725278,Campsie Road,Campsie Road,Burghmuir,MKD,308984,723974
73723748,Moulin Crescent,Newhouse Road,Burghmuir,MKD,308874,723918
73723756,DEL-Newhouse Road,Newhouse Road,Perth,MKD,308898,724228
73723752,Kenmore Terrace,Campsie Road,Letham,MKD,309153,724293
73724824,Kenmore Terrace,Campsie Road,Letham,MKD,309165,724313
73723626,Welcome Inn,Rannoch Road,Letham,MKD,309238,724252
73725265,Welcome Inn,Rannoch Road,Letham,MKD,309214,724243
73723246,Letham Day Centre,Rannoch Road,Letham,MKD,309412,724211
73725269,Day Centre,Rannoch Road,Letham,MKD,309469,724185
73745879,Lettoch Terrace,West Moulin Road,Pitlochry,CUS,294090,758473
73723284,Dunsinane Drive,Rannoch Road,Letham,MKD,309656,724140
73725295,Dunsinane Drive,Rannoch Road,Letham,MKD,309665,724127
73723797,Kingswell Terrace,Tweedsmuir Road,Letham,MKD,309903,724200
73725327,Mercer Terrace,Tweedsmuir Road,Letham,MKD,309738,724295
73723279,Mercer Terrace,Tweedsmuir Road,Letham,MKD,309675,724295
73723259,Marlee Road,Tweedsmuir Road,Letham,MKD,309400,724345
73725293,Marlee Road,Tweedsmuir Road,Letham,MKD,309396,724337
73725298,Campsie Road,Tweedsmuir Road,Letham,MKD,309248,724369
73723268,Campsie Road,Tweedsmuir Road,Letham,MKD,309215,724365
73723265,Tweedsmuir Road,Tweedsmuir Road,Letham,MKD,308949,724414
73745897,Knockhard Road,West Moulin Road,Pitlochry,CUS,294223,758792
73723264,Kingswell Place,Kingswell Terrace,Letham,MKD,309986,724176
73723263,Kingswell Terrace,Kingswell Terrace,Letham,MKD,310141,724156
73725292,Goodlyburn Terrace,Rannoch Road,Letham,MKD,310011,724072
73725289,Rannoch Road,Rannoch Road,Letham,MKD,310195,724063
73724728,Rannoch Road,Rannoch Road,Letham,MKD,310352,724248
73724726,Rannoch Road,Rannoch Road,Letham,MKD,310346,724211
73723586,Hillcrest Avenue,Unity Terrace,Perth,MKD,310557,724263
73724723,Church Street,Feus Road,Perth,MKD,310776,724197
73724769,Wellshill Cemetery,Feus Road,Perth,MKD,310835,724074
73723743,Wellshill Cemetery,Feus Road,Perth,MKD,310824,724077
73734246,High School,East Moulin Road,Pitlochry,CUS,294552,758633
73723583,Longcauseway,Longcauseway,Perth,MKD,311246,723786
73725284,Longcauseway,Longcauseway,Perth,MKD,311267,723770
73724849,Letham Road,Letham Road,Letham,MKD,309948,724049
73724392,Letham Road,Letham Road,Letham,MKD,309933,724045
73723579,Goodlyburn Place,Jeanfield Road,Letham,MKD,310135,723909
73725323,Goodlyburn Place,Jeanfield Road,Letham,MKD,310153,723888
73723563,Hawarden Terrace,Jeanfield Road,Perth,MKD,310379,723832
73723569,Hawarden Terrace,Jeanfield Road,Perth,MKD,310409,723836
73725282,Rose Crescent,Jeanfield Road,Perth,MKD,310513,723808
73723567,Spens crescent,Jeanfield Road,Perth,MKD,310610,723828
73734235,Tomcroy Terrace,East Moulin Road,Pitlochry,CUS,294578,758412
73724758,Coach House Court,Riggs Road,Perth,MKD,310834,723697
73723736,Coach House Court,Riggs Road,Perth,MKD,310831,723665
73724897,Letham Road,Burghmuir Road,Burghmuir,MKD,310020,723913
73725285,Fairies Road,Burghmuir Road,Burghmuir,MKD,309822,723915
73723576,Fairies Road,Burghmuir Road,Burghmuir,MKD,309831,723927
73725286,Craiglea Road,Muirend Road,Burghmuir,MKD,309560,723622
73723636,Mountview Road,Muirend Road,Burghmuir,HAR,309287,723640
73723625,Ambulance Depot,Muirend Road,Burghmuir,MKD,308875,723699
73745874,Darach Road,Higher Oakfield,Pitlochry,CUS,294421,758185
73723737,Muirend Road,Hillend Road,Burghmuir,MKD,308856,723755
73725342,Cargill Place,Burghmuir Road,Burghmuir,MKD,309557,723921
73723595,Cargill Place,Burghmuir Road,Burghmuir,MKD,309542,723931
73723594,Firbank Road,Burghmuir Road,Burghmuir,MKD,309344,723930
73725268,Firbank Road,Burghmuir Road,Burghmuir,MKD,309314,723916
73725272,Mavisbank Gardens,Burghmuir Road,Burghmuir,MKD,309131,723865
73723493,Mavisbank Gardens,Burghmuir Road,Burghmuir,MKD,309104,723866
